Fecha,Producto,Vendedor,Region,Unidades,Ingresos,Costo,Utilidad,ID_Venta,Año_Mes
2023-01-13,Mouse,Carlos,Norte,18,539.82,308.51,231.31,38,2023-01
2023-01-13,Teclado,Ana,Norte,17,1359.83,793.23,566.6,39,2023-01
2023-01-14,Laptop,Luis,Este,8,7199.92,3500.58,3699.34,40,2023-01
2023-01-14,Mouse,Luis,Este,15,449.85,208.63,241.22,41,2023-01
2023-01-14,Teclado,Pedro,Este,8,639.92,330.48,309.44,42,2023-01
2023-01-15,Laptop,Carlos,Sur,17,15299.83,7255.71,8044.12,43,2023-01
2023-01-15,Mouse,Pedro,Oeste,12,359.88,187.21,172.67,44,2023-01
2023-01-15,Teclado,Carlos,Oeste,8,639.92,346.27,293.65,45,2023-01
2023-01-16,Laptop,Pedro,Oeste,14,12599.86,6774.71,5825.15,46,2023-01
2023-01-16,Mouse,María,Oeste,4,119.96,56.97,62.99,47,2023-01
2023-01-16,Teclado,María,Este,1,79.99,34.67,45.32,48,2023-01
2023-01-17,Laptop,María,Sur,1,899.99,437.49,462.5,49,2023-01
2023-01-17,Mouse,María,Sur,19,569.81,244.17,325.64,50,2023-01
2023-01-17,Teclado,Ana,Este,16,1279.84,739.77,540.07,51,2023-01
2023-01-18,Laptop,María,Sur,14,12599.86,5911.55,6688.31,52,2023-01
2023-01-18,Mouse,Luis,Este,16,479.84,206.76,273.08,53,2023-01
2023-01-18,Teclado,Luis,Oeste,5,399.95,162.02,237.93,54,2023-01
2023-01-19,Laptop,Ana,Este,9,8099.91,4286.18,3813.73,55,2023-01
2023-01-19,Mouse,María,Oeste,2,59.98,31.63,28.35,56,2023-01
2023-01-19,Teclado,María,Oeste,18,1439.82,674.01,765.81,57,2023-01
2023-01-20,Laptop,María,Norte,6,5399.94,2237.42,3162.52,58,2023-01
2023-01-20,Mouse,Pedro,Este,9,269.91,130.08,139.83,59,2023-01
2023-01-20,Teclado,Carlos,Norte,1,79.99,36.97,43.02,60,2023-01
2023-01-21,Laptop,Pedro,Este,9,8099.91,4336.89,3763.02,61,2023-01
2023-01-21,Mouse,Carlos,Este,16,479.84,250.07,229.77,62,2023-01
2023-01-21,Teclado,María,Norte,13,1039.87,491.77,548.1,63,2023-01
2023-01-22,Laptop,María,Norte,9,8099.91,3592.95,4506.96,64,2023-01
2023-01-22,Mouse,Pedro,Este,13,389.87,232.99,156.88,65,2023-01
2023-01-22,Teclado,Pedro,Sur,9,719.91,353.33,366.58,66,2023-01
2023-01-23,Laptop,Carlos,Oeste,11,9899.89,5322.72,4577.17,67,2023-01
2023-01-23,Mouse,Luis,Norte,4,119.96,51.36,68.6,68,2023-01
2023-01-23,Teclado,Carlos,Oeste,2,159.98,79.53,80.45,69,2023-01
2023-01-24,Laptop,Pedro,Sur,6,5399.94,2189.72,3210.22,70,2023-01
2023-01-24,Mouse,Pedro,Sur,14,419.86,210.39,209.47,71,2023-01
2023-01-24,Teclado,Ana,Sur,4,319.96,189.67,130.29,72,2023-01
2023-01-25,Laptop,Pedro,Norte,6,5399.94,2574.91,2825.03,73,2023-01
2023-01-25,Mouse,Ana,Sur,19,569.81,232.37,337.44,74,2023-01
2023-01-25,Teclado,Luis,Norte,6,479.94,194.95,284.99,75,2023-01
2023-01-26,Laptop,Carlos,Sur,2,1799.98,859.67,940.31,76,2023-01
2023-01-26,Mouse,Carlos,Oeste,18,539.82,233.2,306.62,77,2023-01
2023-01-26,Teclado,Ana,Oeste,13,1039.87,420.8,619.07,78,2023-01
2023-01-27,Laptop,Carlos,Este,9,8099.91,4465.02,3634.89,79,2023-01
2023-01-27,Mouse,Pedro,Oeste,19,569.81,280.18,289.63,80,2023-01
2023-01-27,Teclado,María,Este,13,1039.87,476.1,563.77,81,2023-01
2023-01-28,Laptop,Ana,Oeste,11,9899.89,5742.1,4157.79,82,2023-01
2023-01-28,Mouse,Carlos,Norte,1,29.99,12.69,17.3,83,2023-01
2023-01-28,Teclado,Ana,Oeste,7,559.93,331.02,228.91,84,2023-01
2023-01-29,Laptop,Ana,Este,15,13499.85,6247.64,7252.21,85,2023-01
2023-01-29,Mouse,María,Este,1,29.99,17.32,12.67,86,2023-01
2023-01-29,Teclado,Pedro,Sur,12,959.88,499.7,460.18,87,2023-01
2023-01-30,Laptop,Ana,Norte,7,6299.93,3561.61,2738.32,88,2023-01
2023-01-30,Mouse,Carlos,Oeste,15,449.85,268.47,181.38,89,2023-01
2023-01-30,Teclado,Luis,Sur,19,1519.81,695.59,824.22,90,2023-01
2023-01-31,Laptop,Ana,Oeste,1,899.99,533.0,366.99,91,2023-01
2023-01-31,Mouse,Ana,Oeste,17,509.83,243.65,266.18,92,2023-01
2023-01-31,Teclado,María,Sur,17,1359.83,648.78,711.05,93,2023-01
2023-02-01,Laptop,Pedro,Sur,3,2699.97,1263.79,1436.18,94,2023-02
2023-02-01,Mouse,Luis,Sur,12,359.88,182.92,176.96,95,2023-02
2023-02-01,Teclado,Carlos,Sur,6,479.94,206.77,273.17,96,2023-02
2023-02-02,Laptop,Luis,Sur,11,9899.89,5056.29,4843.6,97,2023-02
2023-02-02,Mouse,Carlos,Oeste,3,89.97,45.74,44.23,98,2023-02
2023-02-02,Teclado,Pedro,Sur,8,639.92,353.48,286.44,99,2023-02
2023-02-03,Laptop,Carlos,Norte,14,12599.86,7140.72,5459.14,100,2023-02
2023-02-03,Mouse,María,Este,14,419.86,204.93,214.93,101,2023-02
2023-02-03,Teclado,María,Sur,10,799.9,368.33,431.57,102,2023-02
2023-02-04,Laptop,María,Sur,2,1799.98,813.35,986.63,103,2023-02
2023-02-04,Mouse,María,Oeste,14,419.86,184.29,235.57,104,2023-02
2023-02-04,Teclado,Luis,Sur,9,719.91,296.26,423.65,105,2023-02
2023-02-05,Laptop,Pedro,Sur,3,2699.97,1264.91,1435.06,106,2023-02
2023-02-05,Mouse,Carlos,Sur,8,239.92,108.94,130.98,107,2023-02
2023-02-05,Teclado,Carlos,Oeste,16,1279.84,759.31,520.53,108,2023-02
2023-02-06,Laptop,María,Sur,2,1799.98,920.76,879.22,109,2023-02
2023-02-06,Mouse,María,Este,6,179.94,84.47,95.47,110,2023-02
2023-02-06,Teclado,Ana,Oeste,12,959.88,495.39,464.49,111,2023-02
2023-02-07,Laptop,Pedro,Este,5,4499.95,1925.26,2574.69,112,2023-02
2023-02-07,Mouse,Luis,Oeste,2,59.98,29.32,30.66,113,2023-02
2023-02-07,Teclado,Carlos,Sur,16,1279.84,672.23,607.61,114,2023-02
2023-02-08,Laptop,Ana,Este,5,4499.95,2239.98,2259.97,115,2023-02
2023-02-08,Mouse,Ana,Oeste,15,449.85,216.09,233.76,116,2023-02
2023-02-08,Teclado,Carlos,Norte,12,959.88,574.75,385.13,117,2023-02
2023-02-09,Laptop,Luis,Sur,4,3599.96,2073.8,1526.16,118,2023-02
2023-02-09,Mouse,Ana,Oeste,15,449.85,236.03,213.82,119,2023-02
2023-02-09,Teclado,Ana,Norte,11,879.89,452.15,427.74,120,2023-02
2023-02-10,Laptop,Pedro,Oeste,16,14399.84,7547.42,6852.42,121,2023-02
2023-02-10,Mouse,Luis,Norte,6,179.94,79.22,100.72,122,2023-02
2023-02-10,Teclado,Ana,Sur,14,1119.86,536.44,583.42,123,2023-02
2023-02-11,Laptop,Luis,Este,18,16199.82,6607.78,9592.04,124,2023-02
2023-02-11,Mouse,Carlos,Norte,12,359.88,178.18,181.7,125,2023-02
2023-02-11,Teclado,María,Oeste,11,879.89,447.52,432.37,126,2023-02
2023-02-12,Laptop,Ana,Sur,13,11699.87,5212.88,6486.99,127,2023-02
2023-02-12,Mouse,Pedro,Norte,11,329.89,195.56,134.33,128,2023-02
2023-02-12,Teclado,Carlos,Oeste,16,1279.84,744.73,535.11,129,2023-02
2023-02-13,Laptop,Luis,Oeste,15,13499.85,7349.71,6150.14,130,2023-02
2023-02-13,Mouse,Carlos,Oeste,15,449.85,227.93,221.92,131,2023-02
2023-02-13,Teclado,Ana,Norte,4,319.96,183.66,136.3,132,2023-02
2023-02-14,Laptop,Luis,Norte,11,9899.89,4218.64,5681.25,133,2023-02
2023-02-14,Mouse,María,Norte,19,569.81,318.01,251.8,134,2023-02
2023-02-14,Teclado,Carlos,Este,15,1199.85,509.89,689.96,135,2023-02
2023-02-15,Laptop,Ana,Norte,4,3599.96,2011.81,1588.15,136,2023-02
2023-02-15,Mouse,Pedro,Norte,13,389.87,177.45,212.42,137,2023-02
2023-02-15,Teclado,Luis,Norte,19,1519.81,874.53,645.28,138,2023-02
2023-02-16,Laptop,Carlos,Este,2,1799.98,1059.84,740.14,139,2023-02
2023-02-16,Mouse,Carlos,Norte,14,419.86,180.44,239.42,140,2023-02
2023-02-16,Teclado,María,Oeste,4,319.96,157.59,162.37,141,2023-02
2023-02-17,Laptop,María,Norte,16,14399.84,8585.15,5814.69,142,2023-02
2023-02-17,Mouse,Pedro,Oeste,14,419.86,208.54,211.32,143,2023-02
2023-02-17,Teclado,Pedro,Oeste,15,1199.85,687.17,512.68,144,2023-02
2023-02-18,Laptop,Ana,Oeste,3,2699.97,1397.9,1302.07,145,2023-02
2023-02-18,Mouse,Ana,Este,8,239.92,113.98,125.94,146,2023-02
2023-02-18,Teclado,Pedro,Este,16,1279.84,585.09,694.75,147,2023-02
2023-02-19,Laptop,Pedro,Este,10,8999.9,3965.76,5034.14,148,2023-02
2023-02-19,Mouse,Luis,Norte,4,119.96,66.26,53.7,149,2023-02
2023-02-19,Teclado,María,Oeste,18,1439.82,687.24,752.58,150,2023-02
2023-02-20,Laptop,Ana,Este,2,1799.98,904.05,895.93,151,2023-02
2023-02-20,Mouse,María,Este,17,509.83,254.13,255.7,152,2023-02
2023-02-20,Teclado,María,Norte,13,1039.87,536.01,503.86,153,2023-02
2023-02-21,Laptop,Pedro,Este,4,3599.96,2063.19,1536.77,154,2023-02
2023-02-21,Mouse,Luis,Norte,11,329.89,196.66,133.23,155,2023-02
2023-02-21,Teclado,Carlos,Sur,7,559.93,269.62,290.31,156,2023-02
2023-02-22,Laptop,Luis,Este,12,10799.88,6107.37,4692.51,157,2023-02
2023-02-22,Mouse,Luis,Sur,10,299.9,165.82,134.08,158,2023-02
2023-02-22,Teclado,María,Norte,7,559.93,288.2,271.73,159,2023-02
2023-02-23,Laptop,Luis,Oeste,13,11699.87,6917.07,4782.8,160,2023-02
2023-02-23,Mouse,Ana,Este,7,209.93,92.39,117.54,161,2023-02
2023-02-23,Teclado,María,Norte,17,1359.83,573.65,786.18,162,2023-02
2023-02-24,Laptop,Ana,Oeste,10,8999.9,5137.07,3862.83,163,2023-02
2023-02-24,Mouse,Carlos,Oeste,10,299.9,146.3,153.6,164,2023-02
2023-02-24,Teclado,María,Sur,4,319.96,182.18,137.78,165,2023-02
2023-02-25,Laptop,Carlos,Norte,4,3599.96,2083.0,1516.96,166,2023-02
2023-02-25,Mouse,María,Oeste,7,209.93,86.59,123.34,167,2023-02
2023-02-25,Teclado,Pedro,Este,1,79.99,46.13,33.86,168,2023-02
2023-02-26,Laptop,Luis,Este,12,10799.88,5288.31,5511.57,169,2023-02
2023-02-26,Mouse,Pedro,Sur,13,389.87,195.75,194.12,170,2023-02
2023-02-26,Teclado,Carlos,Oeste,10,799.9,420.2,379.7,171,2023-02
2023-02-27,Laptop,Luis,Norte,15,13499.85,7901.15,5598.7,172,2023-02
2023-02-27,Mouse,María,Este,13,389.87,157.44,232.43,173,2023-02
2023-02-27,Teclado,Luis,Oeste,9,719.91,356.62,363.29,174,2023-02
2023-02-28,Laptop,Ana,Oeste,9,8099.91,4354.06,3745.85,175,2023-02
2023-02-28,Mouse,Luis,Sur,15,449.85,244.96,204.89,176,2023-02
2023-02-28,Teclado,Ana,Este,10,799.9,430.75,369.15,177,2023-02
2023-03-01,Laptop,Luis,Este,10,8999.9,3841.94,5157.96,178,2023-03
2023-03-01,Mouse,Ana,Norte,8,239.92,110.33,129.59,179,2023-03
2023-03-01,Teclado,Carlos,Este,16,1279.84,603.76,676.08,180,2023-03
2023-03-02,Laptop,Pedro,Norte,17,15299.83,8581.48,6718.35,181,2023-03
2023-03-02,Mouse,María,Este,5,149.95,68.34,81.61,182,2023-03
2023-03-02,Teclado,Luis,Sur,4,319.96,141.47,178.49,183,2023-03
2023-03-03,Laptop,Pedro,Este,18,16199.82,9582.03,6617.79,184,2023-03
2023-03-03,Mouse,María,Norte,19,569.81,228.93,340.88,185,2023-03
2023-03-03,Teclado,María,Norte,4,319.96,191.84,128.12,186,2023-03
2023-03-04,Laptop,Ana,Sur,7,6299.93,3372.76,2927.17,187,2023-03
2023-03-04,Mouse,Carlos,Este,10,299.9,169.65,130.25,188,2023-03
2023-03-04,Teclado,Carlos,Este,18,1439.82,660.77,779.05,189,2023-03
2023-03-05,Laptop,Pedro,Sur,19,17099.81,6888.88,10210.93,190,2023-03
2023-03-05,Mouse,Carlos,Este,4,119.96,65.69,54.27,191,2023-03
2023-03-05,Teclado,Luis,Este,10,799.9,453.41,346.49,192,2023-03
2023-03-06,Laptop,Carlos,Norte,1,899.99,493.28,406.71,193,2023-03
2023-03-06,Mouse,Pedro,Este,18,539.82,231.35,308.47,194,2023-03
2023-03-06,Teclado,Carlos,Este,5,399.95,220.25,179.7,195,2023-03
2023-03-07,Laptop,Luis,Sur,15,13499.85,7476.01,6023.84,196,2023-03
2023-03-07,Mouse,Ana,Sur,17,509.83,271.08,238.75,197,2023-03
2023-03-07,Teclado,Pedro,Oeste,3,239.97,132.76,107.21,198,2023-03
2023-03-08,Laptop,Ana,Norte,12,10799.88,6147.12,4652.76,199,2023-03
2023-03-08,Mouse,Ana,Este,2,59.98,31.35,28.63,200,2023-03
2023-03-08,Teclado,Ana,Este,1,79.99,33.41,46.58,201,2023-03
2023-03-09,Laptop,María,Oeste,17,15299.83,7612.06,7687.77,202,2023-03
2023-03-09,Mouse,María,Este,16,479.84,199.39,280.45,203,2023-03
2023-03-09,Teclado,Ana,Norte,5,399.95,192.58,207.37,204,2023-03
2023-03-10,Laptop,Pedro,Oeste,15,13499.85,6499.12,7000.73,205,2023-03
2023-03-10,Mouse,Luis,Norte,3,89.97,37.18,52.79,206,2023-03
2023-03-10,Teclado,Luis,Oeste,7,559.93,263.04,296.89,207,2023-03
2023-03-11,Laptop,Carlos,Oeste,11,9899.89,4179.73,5720.16,208,2023-03
2023-03-11,Mouse,Pedro,Sur,10,299.9,168.44,131.46,209,2023-03
2023-03-11,Teclado,María,Norte,9,719.91,424.41,295.5,210,2023-03
2023-03-12,Laptop,Ana,Este,14,12599.86,5222.18,7377.68,211,2023-03
2023-03-12,Mouse,Carlos,Este,13,389.87,230.42,159.45,212,2023-03
2023-03-12,Teclado,Luis,Norte,2,159.98,80.71,79.27,213,2023-03
2023-03-13,Laptop,María,Este,3,2699.97,1241.75,1458.22,214,2023-03
2023-03-13,Mouse,María,Este,7,209.93,87.2,122.73,215,2023-03
2023-03-13,Teclado,Ana,Norte,18,1439.82,720.09,719.73,216,2023-03
2023-03-14,Laptop,Luis,Oeste,3,2699.97,1509.02,1190.95,217,2023-03
2023-03-14,Mouse,Pedro,Norte,10,299.9,162.37,137.53,218,2023-03
2023-03-14,Teclado,María,Oeste,7,559.93,229.6,330.33,219,2023-03
2023-03-15,Laptop,Ana,Este,9,8099.91,3358.06,4741.85,220,2023-03
2023-03-15,Mouse,Pedro,Este,17,509.83,245.01,264.82,221,2023-03
2023-03-15,Teclado,Luis,Este,11,879.89,403.92,475.97,222,2023-03
2023-03-16,Laptop,María,Sur,7,6299.93,2812.77,3487.16,223,2023-03
2023-03-16,Mouse,Pedro,Oeste,14,419.86,191.54,228.32,224,2023-03
2023-03-16,Teclado,Pedro,Sur,19,1519.81,852.15,667.66,225,2023-03
2023-03-17,Laptop,Pedro,Sur,4,3599.96,2109.02,1490.94,226,2023-03
2023-03-17,Mouse,María,Norte,6,179.94,86.55,93.39,227,2023-03
2023-03-17,Teclado,María,Sur,10,799.9,464.92,334.98,228,2023-03
2023-03-18,Laptop,Carlos,Norte,7,6299.93,2925.05,3374.88,229,2023-03
2023-03-18,Mouse,Luis,Norte,13,389.87,193.1,196.77,230,2023-03
2023-03-18,Teclado,Ana,Sur,14,1119.86,498.57,621.29,231,2023-03
2023-03-19,Laptop,Pedro,Oeste,4,3599.96,1901.12,1698.84,232,2023-03
2023-03-19,Mouse,Carlos,Oeste,8,239.92,142.94,96.98,233,2023-03
2023-03-19,Teclado,Ana,Oeste,5,399.95,208.25,191.7,234,2023-03
2023-03-20,Laptop,Carlos,Oeste,1,899.99,424.4,475.59,235,2023-03
2023-03-20,Mouse,María,Oeste,4,119.96,63.53,56.43,236,2023-03
2023-03-20,Teclado,Pedro,Sur,3,239.97,101.89,138.08,237,2023-03
2023-03-21,Laptop,Ana,Sur,9,8099.91,4679.58,3420.33,238,2023-03
2023-03-21,Mouse,Ana,Este,8,239.92,120.11,119.81,239,2023-03
2023-03-21,Teclado,Ana,Oeste,1,79.99,39.18,40.81,240,2023-03
2023-03-22,Laptop,Ana,Sur,6,5399.94,2792.7,2607.24,241,2023-03
2023-03-22,Mouse,Ana,Este,9,269.91,141.69,128.22,242,2023-03
2023-03-22,Teclado,Carlos,Oeste,7,559.93,232.01,327.92,243,2023-03
2023-03-23,Laptop,Pedro,Norte,4,3599.96,1931.46,1668.5,244,2023-03
2023-03-23,Mouse,María,Este,13,389.87,174.81,215.06,245,2023-03
2023-03-23,Teclado,María,Sur,17,1359.83,738.1,621.73,246,2023-03
2023-03-24,Laptop,María,Norte,2,1799.98,1016.1,783.88,247,2023-03
2023-03-24,Mouse,María,Norte,5,149.95,84.09,65.86,248,2023-03
2023-03-24,Teclado,Carlos,Norte,12,959.88,490.02,469.86,249,2023-03
2023-03-25,Laptop,Luis,Este,8,7199.92,3629.0,3570.92,250,2023-03
2023-03-25,Mouse,Pedro,Sur,6,179.94,77.12,102.82,251,2023-03
2023-03-25,Teclado,Ana,Norte,8,639.92,355.2,284.72,252,2023-03
2023-03-26,Laptop,Luis,Oeste,18,16199.82,7359.28,8840.54,253,2023-03
2023-03-26,Mouse,María,Norte,3,89.97,44.93,45.04,254,2023-03
2023-03-26,Teclado,Luis,Norte,12,959.88,438.53,521.35,255,2023-03
2023-03-27,Laptop,Pedro,Este,3,2699.97,1152.25,1547.72,256,2023-03
2023-03-27,Mouse,Ana,Este,6,179.94,94.63,85.31,257,2023-03
2023-03-27,Teclado,Ana,Sur,2,159.98,65.73,94.25,258,2023-03
2023-03-28,Laptop,Pedro,Oeste,12,10799.88,5937.01,4862.87,259,2023-03
2023-03-28,Mouse,Pedro,Este,2,59.98,27.8,32.18,260,2023-03
2023-03-28,Teclado,María,Norte,6,479.94,191.99,287.95,261,2023-03
2023-03-29,Laptop,Ana,Sur,17,15299.83,7683.97,7615.86,262,2023-03
2023-03-29,Mouse,Luis,Norte,3,89.97,36.83,53.14,263,2023-03
2023-03-29,Teclado,Carlos,Norte,2,159.98,72.83,87.15,264,2023-03
2023-03-30,Laptop,Carlos,Este,8,7199.92,3898.0,3301.92,265,2023-03
2023-03-30,Mouse,Pedro,Sur,12,359.88,148.46,211.42,266,2023-03
2023-03-30,Teclado,María,Oeste,4,319.96,181.69,138.27,267,2023-03
2023-03-31,Laptop,Carlos,Oeste,5,4499.95,1803.42,2696.53,268,2023-03
2023-03-31,Mouse,Ana,Este,13,389.87,175.19,214.68,269,2023-03
2023-03-31,Teclado,Pedro,Este,15,1199.85,657.73,542.12,270,2023-03
2023-04-01,Laptop,Luis,Sur,16,14399.84,6670.78,7729.06,271,2023-04
2023-04-01,Mouse,Pedro,Oeste,10,299.9,126.07,173.83,272,2023-04
2023-04-01,Teclado,Luis,Oeste,16,1279.84,604.14,675.7,273,2023-04
2023-04-02,Laptop,Pedro,Oeste,12,10799.88,4904.0,5895.88,274,2023-04
2023-04-02,Mouse,Pedro,Norte,17,509.83,289.86,219.97,275,2023-04
2023-04-02,Teclado,Pedro,Oeste,16,1279.84,592.14,687.7,276,2023-04
2023-04-03,Laptop,Luis,Norte,12,10799.88,6024.03,4775.85,277,2023-04
2023-04-03,Mouse,Luis,Sur,8,239.92,138.76,101.16,278,2023-04
2023-04-03,Teclado,Pedro,Norte,3,239.97,116.81,123.16,279,2023-04
2023-04-04,Laptop,Carlos,Sur,16,14399.84,8380.54,6019.3,280,2023-04
2023-04-04,Mouse,María,Oeste,13,389.87,185.37,204.5,281,2023-04
2023-04-04,Teclado,María,Oeste,19,1519.81,900.97,618.84,282,2023-04
2023-04-05,Laptop,María,Sur,8,7199.92,3008.54,4191.38,283,2023-04
2023-04-05,Mouse,Luis,Este,5,149.95,80.58,69.37,284,2023-04
2023-04-05,Teclado,Luis,Sur,8,639.92,319.17,320.75,285,2023-04
2023-04-06,Laptop,Carlos,Este,12,10799.88,5157.26,5642.62,286,2023-04
2023-04-06,Mouse,María,Norte,1,29.99,15.79,14.2,287,2023-04
2023-04-06,Teclado,María,Norte,6,479.94,259.54,220.4,288,2023-04
2023-04-07,Laptop,Pedro,Norte,18,16199.82,6494.06,9705.76,289,2023-04
2023-04-07,Mouse,Luis,Oeste,8,239.92,103.98,135.94,290,2023-04
2023-04-07,Teclado,María,Norte,7,559.93,303.82,256.11,291,2023-04
2023-04-08,Laptop,Carlos,Este,1,899.99,479.94,420.05,292,2023-04
2023-04-08,Mouse,Carlos,Norte,16,479.84,284.65,195.19,293,2023-04
2023-04-08,Teclado,María,Sur,12,959.88,530.05,429.83,294,2023-04
2023-04-09,Laptop,Luis,Sur,6,5399.94,3186.8,2213.14,295,2023-04
2023-04-09,Mouse,Carlos,Oeste,2,59.98,32.42,27.56,296,2023-04
2023-04-09,Teclado,Pedro,Sur,14,1119.86,514.7,605.16,297,2023-04
2023-04-10,Laptop,Carlos,Este,4,3599.96,1515.85,2084.11,298,2023-04
2023-04-10,Mouse,Ana,Norte,1,29.99,16.69,13.3,299,2023-04
2023-04-10,Teclado,Ana,Oeste,18,1439.82,761.42,678.4,300,2023-04
2023-04-11,Laptop,Luis,Norte,13,11699.87,4792.7,6907.17,301,2023-04
2023-04-11,Mouse,María,Norte,2,59.98,28.31,31.67,302,2023-04
2023-04-11,Teclado,Luis,Este,9,719.91,425.73,294.18,303,2023-04
2023-04-12,Laptop,Luis,Sur,2,1799.98,900.13,899.85,304,2023-04
2023-04-12,Mouse,Luis,Sur,9,269.91,131.32,138.59,305,2023-04
2023-04-12,Teclado,Luis,Norte,1,79.99,39.32,40.67,306,2023-04
2023-04-13,Laptop,Pedro,Oeste,11,9899.89,4373.54,5526.35,307,2023-04
2023-04-13,Mouse,Pedro,Sur,3,89.97,42.62,47.35,308,2023-04
2023-04-13,Teclado,Carlos,Oeste,4,319.96,151.65,168.31,309,2023-04
2023-04-14,Laptop,Ana,Sur,18,16199.82,6649.56,9550.26,310,2023-04
2023-04-14,Mouse,Luis,Oeste,6,179.94,99.6,80.34,311,2023-04
2023-04-14,Teclado,Carlos,Este,3,239.97,115.98,123.99,312,2023-04
2023-04-15,Laptop,Ana,Oeste,11,9899.89,5587.85,4312.04,313,2023-04
2023-04-15,Mouse,María,Este,15,449.85,256.45,193.4,314,2023-04
2023-04-15,Teclado,Pedro,Este,5,399.95,176.94,223.01,315,2023-04
2023-04-16,Laptop,Ana,Oeste,10,8999.9,4783.18,4216.72,316,2023-04
2023-04-16,Mouse,María,Este,12,359.88,177.94,181.94,317,2023-04
2023-04-16,Teclado,Ana,Norte,15,1199.85,691.15,508.7,318,2023-04
2023-04-17,Laptop,Pedro,Este,17,15299.83,6780.09,8519.74,319,2023-04
2023-04-17,Mouse,Pedro,Sur,10,299.9,160.62,139.28,320,2023-04
2023-04-17,Teclado,Carlos,Oeste,6,479.94,250.31,229.63,321,2023-04
2023-04-18,Laptop,Luis,Norte,18,16199.82,7436.69,8763.13,322,2023-04
2023-04-18,Mouse,Ana,Oeste,13,389.87,166.6,223.27,323,2023-04
2023-04-18,Teclado,Ana,Sur,3,239.97,127.26,112.71,324,2023-04
2023-04-19,Laptop,María,Sur,10,8999.9,4929.42,4070.48,325,2023-04
2023-04-19,Mouse,Pedro,Sur,14,419.86,194.45,225.41,326,2023-04
2023-04-19,Teclado,Ana,Este,6,479.94,253.87,226.07,327,2023-04
2023-04-20,Laptop,Pedro,Este,3,2699.97,1293.36,1406.61,328,2023-04
2023-04-20,Mouse,Ana,Oeste,16,479.84,260.38,219.46,329,2023-04
2023-04-20,Teclado,Carlos,Oeste,7,559.93,246.28,313.65,330,2023-04
